Time_1,Time_2,Time_3,Time_4,Time_5
3018,3486,3599,2498,3970
3013,3490,3642,2538,4009
2997,3530,3625,2497,4048
2997,3495,3614,2490,4007
3003,3493,3610,2534,4009
2990,3509,3611,2492,4009
2998,3507,3602,2493,3975
2997,3495,3631,2498,4004
3006,3505,3598,2502,4026
2978,3495,3624,2514,4020
3006,3529,3568,2520,4011
3012,3497,3611,2508,4007
3005,3482,3589,2504,4003
2987,3465,3584,2504,4020
2993,3514,3609,2498,4009
3001,3503,3614,2505,3994
3009,3510,3616,2494,3993
2980,3499,3638,2502,4032
2994,3515,3597,2489,3971
3003,3506,3601,2501,4020
3021,3489,3602,2498,3989
3015,3502,3631,2482,4018
3004,3510,3576,2524,3999
3013,3487,3666,2522,4013
3012,3476,3623,2523,4003
2994,3505,3599,2501,4029
3009,3497,3618,2501,3982
2984,3492,3613,2502,4000
3012,3516,3620,2499,3985
2971,3524,3608,2515,4043
3012,3510,3590,2518,3995
3006,3500,3588,2525,3995
3015,3531,3577,2481,4027
3011,3486,3645,2479,3991
2994,3495,3608,2499,4011
3023,3502,3612,2505,4004
3033,3504,3625,2511,3988
2991,3498,3577,2497,4023
2976,3520,3601,2511,4039
2998,3465,3603,2510,3961
3015,3517,3576,2519,4009
3026,3488,3577,2502,3997
3001,3512,3579,2491,3976
3002,3527,3610,2498,3987
2987,3508,3600,2474,3988
3005,3494,3631,2518,4012
2994,3494,3605,2505,4019
2994,3514,3637,2496,3987
3024,3496,3586,2497,4019
3005,3494,3587,2499,4003
3011,3484,3582,2495,3991
3008,3510,3619,2472,4015
3007,3506,3601,2490,4015
2992,3524,3579,2535,4009
2988,3516,3593,2526,4008
3002,3517,3575,2500,4018
3001,3497,3640,2504,4002
3004,3510,3626,2498,4029
2990,3477,3598,2503,4025
3002,3515,3602,2524,4021
2999,3517,3603,2527,4019
2990,3465,3609,2519,4048
3011,3502,3637,2489,4003
3011,3499,3603,2496,4027
3012,3492,3597,2493,4011
3007,3484,3629,2525,4004
2996,3498,3586,2502,4045
3007,3519,3624,2532,4015
2990,3508,3623,2508,4053
3007,3510,3635,2526,4044
3004,3492,3594,2500,3984
3011,3473,3620,2520,3999
2998,3500,3614,2508,3998
3001,3497,3616,2485,3982
3037,3503,3632,2487,3959
3016,3473,3621,2518,3993
3007,3498,3571,2515,4002
3011,3482,3601,2515,4031
3016,3507,3606,2483,4021
2991,3494,3572,2514,4024
2997,3506,3583,2499,3998
3012,3532,3580,2494,3991
3000,3510,3579,2493,4033
3017,3500,3625,2505,3992
3005,3515,3604,2515,3979
3007,3496,3607,2488,4025
3014,3493,3600,2500,4006
3011,3493,3596,2520,3992
3004,3504,3611,2497,4018
2990,3514,3612,2496,4033
2995,3509,3608,2481,4009
3004,3491,3630,2497,4016
2983,3518,3619,2515,3999
3020,3512,3625,2539,4009
2993,3512,3618,2489,3984
2997,3494,3630,2500,3992
3008,3531,3619,2509,4015
3004,3506,3586,2497,3994
2992,3502,3613,2516,4043
2993,3510,3581,2495,3980
2987,3501,3584,2508,4003
3008,3511,3580,2494,4010
3010,3506,3641,2499,3968
2998,3533,3584,2486,4021
3011,3510,3566,2504,3996
3008,3520,3586,2511,4007
3001,3507,3597,2493,4012
2996,3513,3598,2530,3983
3018,3496,3596,2503,4004
3005,3523,3609,2521,4006
3007,3517,3635,2522,4017
3008,3505,3597,2504,4010
3007,3479,3612,2491,4012
3000,3498,3605,2501,4011
3026,3515,3574,2503,4025
3013,3481,3595,2518,4004
2995,3509,3622,2516,4030
3007,3492,3643,2500,4002
3001,3510,3575,2502,3996
3014,3507,3607,2496,4019
2994,3486,3617,2482,4003
3002,3482,3612,2508,3973
3013,3505,3609,2531,3948
3014,3512,3621,2541,4011
3002,3519,3609,2494,4029
3006,3488,3609,2518,4028
3005,3515,3561,2495,3989
3003,3521,3577,2470,4024
3016,3508,3613,2488,4003
3014,3502,3588,2494,4003
3016,3474,3608,2523,4005
2989,3516,3584,2489,4038
3003,3508,3578,2527,3999
3008,3507,3601,2500,3985
3006,3528,3566,2508,4007
2999,3508,3599,2520,3972
3002,3502,3608,2504,4053
3019,3483,3605,2492,3999
2991,3503,3614,2497,4007
2982,3524,3589,2498,3986
3019,3506,3607,2496,3995
3004,3492,3586,2508,4029
3002,3500,3621,2543,4044
3003,3522,3645,2507,4012
3012,3496,3597,2517,3995
3006,3512,3631,2469,4030
3040,3521,3594,2503,4003
2985,3523,3603,2519,3972
3016,3518,3595,2511,4011
2997,3507,3587,2503,3991
3017,3512,3613,2527,3978
3015,3490,3619,2477,3988
3005,3513,3612,2499,3989
3003,3498,3591,2511,3997
2999,3464,3633,2496,4016
3008,3496,3587,2529,3988
2993,3504,3597,2509,3995
3023,3493,3605,2493,4008
3002,3509,3594,2479,3957
3013,3508,3597,2507,4023
3015,3523,3649,2519,3996
3012,3491,3603,2506,4049
3010,3497,3565,2502,3997
3016,3485,3629,2514,3982
3002,3528,3623,2506,4003
2995,3501,3588,2497,4025
3006,3497,3607,2534,4004
3000,3505,3600,2524,4024
2997,3488,3591,2504,3999
3003,3519,3620,2491,4026
3001,3503,3597,2489,3965
3016,3493,3625,2490,4026
3004,3507,3622,2491,3993
3004,3530,3627,2508,3996
3010,3508,3604,2510,3997
3008,3502,3609,2502,3993
2994,3514,3612,2527,4007
3012,3515,3621,2522,3983
2996,3506,3576,2507,3990
3000,3505,3613,2506,3976
2978,3491,3620,2508,4010
3017,3498,3570,2529,4003
3009,3511,3649,2501,3991
2994,3489,3603,2502,3978
2999,3503,3580,2511,3987
3010,3502,3621,2505,3992
2998,3505,3582,2519,3986
3003,3488,3632,2493,3976
2998,3508,3626,2496,4059
3016,3528,3606,2515,4019
3002,3528,3627,2499,4027
3004,3511,3582,2496,3975
3011,3523,3637,2508,4009
2993,3512,3603,2508,4009
3001,3501,3621,2485,4006
3010,3519,3606,2517,3989
2990,3488,3655,2515,4007
3000,3493,3606,2498,4013
2996,3530,3588,2487,3967
3021,3499,3603,2492,3997
3005,3512,3608,2528,3979
3024,3487,3606,2496,4006
2982,3481,3590,2495,3978
3009,3493,3595,2502,3993
2998,3490,3602,2521,3994
2996,3482,3624,2518,3983
3011,3520,3596,2504,4033
3005,3526,3594,2511,3995
2975,3511,3611,2458,4006
3012,3486,3636,2490,4013
3008,3500,3589,2485,4013
3013,3494,3624,2497,4027
3000,3512,3582,2508,4028
3008,3531,3593,2502,3979
3016,3516,3605,2504,3972
3013,3526,3604,2527,4027
3021,3504,3591,2489,3981
2999,3482,3640,2512,4036
2998,3503,3580,2491,4010
3002,3505,3604,2514,3933
3007,3525,3620,2503,4015
2973,3524,3614,2487,4026
2995,3496,3600,2512,4015
3004,3518,3607,2522,4007
3009,3483,3608,2521,4007
2988,3518,3630,2484,4012
3007,3494,3621,2492,4035
3001,3511,3618,2505,3996
3009,3465,3594,2522,4014
3012,3477,3636,2510,3981
3011,3507,3579,2500,4024
3019,3510,3600,2496,4009
3000,3509,3608,2525,3981
2989,3505,3582,2487,3969
3001,3506,3596,2514,3993
3005,3505,3625,2520,3991
2996,3488,3595,2509,4022
2996,3467,3578,2517,4020
2988,3532,3627,2495,4007
3027,3533,3565,2505,4020
3009,3521,3600,2513,4004
3005,3487,3597,2515,4022
3018,3503,3591,2535,3989
2994,3470,3590,2491,3993
3008,3514,3606,2485,3985
2981,3524,3619,2531,4016
3011,3500,3623,2519,4008
2984,3509,3613,2529,4013
3014,3500,3587,2508,4010
3000,3494,3562,2523,4005
3012,3494,3603,2501,3975
2981,3481,3618,2517,4000
3006,3505,3634,2514,3971
3004,3528,3625,2509,4039
3021,3528,3594,2508,3994
2998,3495,3611,2487,3983
3015,3523,3605,2505,4033
2990,3522,3605,2493,4019
3005,3502,3592,2524,4002
2999,3493,3565,2522,4003
3016,3506,3618,2500,4014
2996,3501,3574,2515,4053
3005,3505,3616,2507,3980
2996,3480,3625,2501,3992
2982,3523,3583,2520,4001
2992,3493,3600,2496,4039
2994,3490,3614,2482,4021
2999,3500,3623,2508,3997
3016,3504,3597,2538,3994
3000,3515,3610,2491,4003
3026,3488,3589,2483,4035
2999,3505,3566,2505,4004
2998,3476,3636,2506,4018
3000,3519,3605,2499,3999
3014,3500,3636,2489,4015
3001,3528,3602,2488,4000
3003,3511,3584,2498,3998
3011,3483,3625,2497,3977
2990,3495,3576,2501,4004
3028,3476,3625,2511,3992
3002,3511,3592,2494,4008
3011,3508,3593,2501,3994
3015,3504,3578,2523,3991
3010,3501,3597,2515,3987
3007,3496,3609,2523,4017
2998,3498,3619,2528,4010
3000,3498,3610,2516,3990
3009,3500,3596,2476,4017
2998,3502,3587,2508,4013
3001,3512,3580,2510,4001
3004,3533,3626,2507,4025
3014,3507,3597,2501,4011
3010,3496,3586,2480,3973
2999,3517,3588,2491,4006
3004,3489,3590,2510,4018
2999,3512,3603,2509,4002
2997,3476,3581,2508,3969
3011,3469,3576,2507,4004
3011,3502,3586,2487,3990
2997,3492,3626,2499,3984
3019,3505,3595,2505,4020
3015,3518,3577,2487,4008
3008,3509,3598,2501,4026
2998,3525,3603,2486,4009
3014,3499,3605,2496,4008
3012,3532,3589,2532,4030
3029,3520,3616,2522,4028
3000,3490,3602,2500,3997
3010,3522,3616,2475,4008
2996,3506,3558,2494,4030
2997,3521,3618,2494,4011
3005,3552,3601,2489,4012
3003,3505,3564,2490,3980
3002,3504,3584,2510,3968
2994,3492,3599,2533,4023
3005,3508,3574,2503,3985
3000,3499,3595,2511,4007
2999,3497,3596,2513,4003
3016,3505,3587,2497,3985
3010,3527,3598,2492,3998
3002,3521,3623,2526,4023
2999,3488,3576,2499,3986
3008,3493,3601,2504,4015
3001,3517,3597,2484,4028
3010,3497,3615,2513,4024
3016,3493,3601,2519,3975
3005,3523,3595,2509,4011
3011,3525,3638,2504,4015
3008,3523,3591,2493,4052
3009,3487,3612,2515,3995
3009,3521,3588,2519,4013
3015,3495,3565,2507,4014
3007,3487,3620,2528,4020
2992,3506,3613,2493,4033
2997,3503,3627,2513,4010
2986,3502,3615,2510,4007
3023,3487,3597,2509,4012
3015,3496,3647,2484,3987
2991,3495,3623,2501,4033
3000,3512,3589,2506,4014
3002,3499,3608,2489,4006
2994,3541,3583,2493,4015
3011,3497,3627,2505,3987
2996,3484,3587,2501,3968
2993,3506,3607,2493,3982
3010,3503,3620,2512,3990
2997,3528,3612,2540,3992
3004,3513,3609,2507,3998
2998,3493,3608,2480,4003
2996,3541,3601,2520,3988
3005,3530,3600,2487,4012
3017,3498,3633,2503,3990
3011,3523,3607,2490,4011
3004,3517,3607,2499,4007
3018,3523,3611,2498,3983
3011,3492,3557,2519,4012
3010,3518,3615,2510,3998
2999,3514,3591,2529,4034
3009,3507,3572,2515,4020
3004,3513,3604,2527,4006
2999,3510,3627,2504,4030
3003,3478,3569,2514,3953
3002,3509,3615,2505,4006
3000,3504,3590,2518,4002
2999,3509,3591,2510,4000
3011,3494,3579,2499,4002
3016,3491,3601,2520,3995
3011,3508,3606,2534,4008
2994,3525,3616,2478,3995
2999,3517,3614,2523,3977
2999,3494,3602,2496,3966
3007,3476,3620,2489,4015
3001,3506,3622,2502,3968
2991,3522,3589,2494,3991
2986,3506,3640,2532,4006
3015,3528,3608,2519,4016
3027,3525,3614,2530,4005
3020,3502,3581,2522,4056
3006,3509,3608,2508,3986
3016,3506,3583,2515,3963
3013,3504,3632,2527,3992
2990,3517,3573,2551,3983
2993,3519,3604,2515,3977
3003,3534,3594,2515,3979
3000,3524,3580,2464,4016
3002,3519,3618,2501,4037
3015,3508,3606,2487,3982
3026,3498,3607,2499,4026
2990,3502,3610,2535,3999
2985,3503,3625,2515,4012
3011,3503,3610,2526,3994
3000,3483,3608,2520,4010
2997,3502,3615,2495,4029
2996,3499,3599,2522,4027
3011,3513,3627,2507,4009
2999,3494,3608,2487,4010
2985,3499,3602,2480,4001
3016,3510,3633,2513,4016
3010,3525,3636,2528,4013
2995,3487,3612,2537,3990
3003,3510,3633,2522,3974
3022,3470,3599,2509,3985
3022,3520,3615,2484,4013
3016,3485,3614,2513,4001
3012,3494,3588,2490,4002
3001,3508,3628,2484,3967
2999,3498,3644,2524,3965
3011,3483,3624,2492,4034
2999,3486,3603,2492,4018
2998,3487,3620,2497,4007
2983,3478,3620,2517,4007
3005,3508,3592,2511,4021
2993,3512,3568,2490,4024
3021,3495,3611,2507,4031
3037,3541,3590,2540,4007
2997,3496,3606,2507,3997
2980,3513,3608,2491,4004
3012,3481,3610,2471,4008
3016,3511,3616,2501,3978
3002,3520,3601,2511,4043
3013,3494,3610,2499,4017
3005,3482,3559,2513,4016
3002,3507,3631,2521,4004
3016,3524,3597,2520,3992
3013,3512,3608,2494,3998
2999,3506,3611,2502,3996
3004,3493,3596,2516,4020
3000,3489,3624,2470,3984
3010,3545,3605,2507,4044
3001,3500,3609,2506,4020
3002,3475,3611,2511,4019
3021,3503,3573,2507,4020
2995,3481,3637,2506,4012
3029,3527,3676,2505,4013
2997,3505,3585,2513,4039
3020,3512,3609,2450,3996
2994,3512,3621,2509,4034
3016,3500,3610,2498,4045
3017,3530,3622,2488,4005
3000,3534,3586,2524,4012
2996,3471,3577,2508,3979
3015,3517,3635,2486,4002
3022,3532,3594,2520,4025
3007,3501,3604,2485,4049
3020,3500,3602,2486,4014
3021,3515,3608,2523,3969
2997,3514,3635,2505,4012
3029,3492,3608,2514,3988
2998,3539,3594,2506,4023
3005,3502,3598,2505,4002
2999,3506,3636,2486,3990
3000,3491,3626,2506,4041
3003,3510,3596,2505,3967
2992,3503,3581,2527,3992
3019,3508,3615,2518,4015
3001,3507,3616,2529,4002
3003,3500,3592,2493,4002
3001,3510,3563,2476,4033
3029,3505,3604,2508,4018
2995,3522,3590,2510,3969
3013,3498,3594,2492,4018
3014,3504,3573,2503,3985
3003,3518,3595,2484,4005
2991,3513,3633,2473,4000
3006,3542,3595,2532,3995
2986,3512,3622,2500,4049
3008,3516,3573,2511,4015
2997,3545,3584,2517,3989
3008,3506,3580,2515,4005
2986,3494,3627,2519,4006
3009,3541,3576,2491,3952
3008,3531,3560,2494,4034
3009,3518,3621,2517,3978
3022,3515,3584,2488,3987
3004,3509,3578,2502,4042
3009,3517,3657,2500,3981
3007,3531,3561,2482,4012
2995,3490,3612,2514,4021
3003,3515,3554,2508,3976
3022,3494,3566,2529,4027
3015,3495,3620,2498,3999
3008,3511,3588,2511,3967
3012,3475,3617,2502,4027
2985,3527,3589,2501,4023
3005,3541,3649,2482,4028
3010,3518,3625,2507,3963
3005,3498,3630,2533,3991
3004,3527,3626,2486,4003
3001,3489,3629,2516,3985
3017,3514,3595,2504,3982
3011,3530,3610,2493,3988
3020,3535,3635,2495,4011
3005,3501,3610,2504,3988
3015,3505,3594,2518,4029
3018,3535,3620,2480,4037
2997,3492,3604,2497,4030
3009,3512,3635,2520,3990
3004,3500,3634,2523,3988
2991,3521,3586,2523,3996
3007,3506,3590,2487,3987
2999,3534,3627,2492,4022
3014,3517,3560,2526,4010
3013,3502,3618,2501,3994
3004,3503,3593,2504,4011
3006,3518,3627,2532,4016
3001,3534,3589,2517,4002
3007,3521,3617,2505,4027
2986,3505,3581,2496,4024
3025,3479,3626,2498,4023
2987,3495,3594,2493,4020
3001,3517,3619,2497,4008
2998,3518,3615,2508,4012
2996,3526,3632,2526,4011
2986,3490,3611,2518,4029
2996,3489,3603,2486,3985
3011,3483,3638,2533,3971
3007,3515,3561,2507,3963
2997,3519,3607,2487,4005
2993,3523,3609,2499,4025
3004,3500,3618,2503,4033
3005,3484,3623,2514,3999
3005,3518,3580,2479,4023
2976,3492,3603,2462,4035
3009,3507,3654,2502,4008
3004,3489,3611,2531,3996
2995,3510,3611,2505,3999
2997,3496,3599,2491,4031
2984,3514,3598,2514,4023
3005,3482,3594,2511,4032
3002,3491,3603,2510,4013
3003,3495,3638,2494,3971
2990,3492,3596,2525,4005
2990,3498,3612,2506,4017
2989,3497,3599,2500,3999
2996,3491,3613,2523,4013
2988,3493,3597,2509,4000
2998,3505,3625,2480,4002
3005,3504,3611,2492,4018
3017,3498,3580,2499,3992
2988,3498,3620,2496,3965
3017,3525,3638,2505,4017
3001,3490,3624,2512,4041
2992,3501,3601,2474,3988
3009,3483,3609,2502,4028
3004,3476,3633,2493,3948
3011,3528,3588,2511,3996
3007,3522,3597,2516,3989
2983,3518,3601,2511,4025
3000,3490,3587,2466,4008
3025,3492,3600,2496,3975
3020,3500,3631,2518,4038
2992,3528,3579,2479,3950
2998,3465,3603,2484,4007
3015,3522,3630,2520,4035
2995,3492,3594,2499,3962
3003,3494,3601,2523,3997
3003,3501,3566,2539,3990
3010,3510,3603,2520,4000
3012,3496,3593,2517,4006
2997,3493,3589,2516,3996
3003,3508,3632,2506,4031
3012,3513,3590,2513,4033
3007,3519,3624,2500,4021
3010,3501,3603,2491,3997
3007,3497,3626,2517,3993
2988,3505,3603,2496,4039
3021,3531,3622,2503,3950
2996,3499,3619,2504,4022
2993,3490,3585,2466,4022
2997,3516,3598,2516,4022
